d,b,r,c,k,m,m_metrics,initial_identified_model,actions_sequence,total_steps,final_state,total_reward
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.163, 0.739, 0.746, 0.958]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,non_compliant,start,insufficient,"[0.115, 0.721, 0.807, 0.75]",M3,a_eval -> a_accept,2,Reject,67.0
structured,verification,high-risk,EU_only,start,suboptimal,"[0.072, 0.93, 0.862, 0.821]",M2,a_accept,1,Accept_M2,19.0
multimodal,categorisation,false,adequacy,start,insufficient,"[0.198, 0.764, 0.741, 0.914]",M4,a_accept,1,Reject,70.0
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.041, 0.825, 0.72, 0.841]",M3,a_accept,1,Accept_M3,-38.0
image,categorisation,false,EU_only,start,insufficient,"[0.106, 0.833, 0.732, 0.919]",M4,a_accept,1,Reject,70.0
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.018, 0.971, 0.763, 0.849]",M3,a_accept,1,Accept_M3,-38.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.172, 0.968, 0.702, 0.808]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,non_compliant,start,suboptimal,"[0.123, 0.918, 0.948, 0.952]",M4,a_eval -> a_accept,2,Reject,67.0
multimodal,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.045, 0.928, 0.882, 0.903]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,10,Reject,43.0
unstructured_text,remote_id,high-risk,non_compliant,start,suboptimal,"[0.016, 0.853, 0.805, 0.979]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,8,Reject,49.0
structured,categorisation,false,EU_only,start,suboptimal,"[0.049, 0.898, 0.942, 0.911]",M4,a_accept,1,Reject,70.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.137, 0.702, 0.71, 0.708]",M3,a_accept,1,Accept_M3,-38.0
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.123, 0.926, 0.728, 0.88]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Accept_M2,4.0
structured,remote_id,high-risk,adequacy,start,suboptimal,"[0.101, 0.812, 0.853, 0.805]",M2,a_accept,1,Accept_M2,19.0
structured,categorisation,false,EU_only,start,suboptimal,"[0.052, 0.833, 0.868, 0.97]",M4,a_accept,1,Reject,70.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.081, 0.783, 0.711, 0.881]",M2,a_accept,1,Accept_M2,19.0
image,none,false,inadequate_SCC,start,insufficient,"[0.044, 0.946, 0.771, 0.957]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,non_compliant,start,suboptimal,"[0.108, 0.903, 0.932, 0.947]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
image,none,false,adequacy,start,suboptimal,"[0.119, 0.892, 0.982, 0.947]",M1,a_accept,1,Accept_M1,53.0
image,verification,high-risk,non_compliant,start,insufficient,"[0.139, 0.765, 0.917, 0.718]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
multimodal,none,false,non_compliant,start,insufficient,"[0.046, 0.78, 0.769, 0.894]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Reject,55.0
unstructured_text,categorisation,false,non_compliant,start,suboptimal,"[0.061, 0.842, 0.988, 0.873]",M4,a_eval -> a_accept,2,Reject,67.0
structured,verification,high-risk,inadequate_SCC,start,insufficient,"[0.079, 0.863, 0.709, 0.852]",M3,a_accept,1,Accept_M3,-38.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.188, 0.853, 0.753, 0.988]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,adequacy,start,insufficient,"[0.051, 0.75, 0.731, 0.925]",M2,a_accept,1,Accept_M2,19.0
multimodal,categorisation,false,non_compliant,start,insufficient,"[0.191, 0.742, 0.889, 0.748]",M4,a_reject -> a_next -> a_accept,3,Accept_M2,9.0
structured,none,false,adequacy,start,suboptimal,"[0.095, 0.863, 0.842, 0.938]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.056, 0.749, 0.849, 0.817]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.131, 0.8, 0.791, 0.977]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.051, 0.984, 0.716, 0.757]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,adequacy,start,suboptimal,"[0.104, 0.862, 0.965, 0.955]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.175, 0.893, 0.903, 0.908]",M1,a_accept,1,Accept_M1,53.0
multimodal,remote_id,high-risk,non_compliant,start,suboptimal,"[0.114, 0.952, 0.818, 0.829]",M3,a_eval -> a_accept,2,Accept_M2,16.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.061, 0.929, 0.956, 0.965]",M3,a_accept,1,Accept_M3,-38.0
structured,none,false,inadequate_SCC,start,insufficient,"[0.12, 0.701, 0.824, 0.976]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.133, 0.774, 0.894, 0.812]",M3,a_eval -> a_accept,2,Reject,67.0
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.094, 0.724, 0.745, 0.702]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Accept_M2,7.0
image,verification,high-risk,EU_only,start,insufficient,"[0.186, 0.942, 0.946, 0.871]",M2,a_accept,1,Accept_M2,19.0
multimodal,verification,high-risk,non_compliant,start,insufficient,"[0.058, 0.768, 0.726, 0.72]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,10,Accept_M2,-8.0
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.053, 0.725, 0.837, 0.828]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.118, 0.842, 0.71, 0.96]",M4,a_next -> a_accept,2,Reject,65.0
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.072, 0.833, 0.736, 0.705]",M4,a_next -> a_accept,2,Reject,65.0
structured,categorisation,false,inadequate_SCC,start,insufficient,"[0.044, 0.808, 0.71, 0.893]",M4,a_next -> a_accept,2,Reject,65.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.016, 0.946, 0.773, 0.841]",M2,a_accept,1,Accept_M2,19.0
image,verification,high-risk,adequacy,start,insufficient,"[0.154, 0.751, 0.778, 0.918]",M2,a_accept,1,Accept_M2,19.0
image,verification,high-risk,adequacy,start,insufficient,"[0.124, 0.743, 0.982, 0.842]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,adequacy,start,suboptimal,"[0.114, 0.892, 0.937, 0.904]",M4,a_accept,1,Reject,70.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.144, 0.708, 0.88, 0.932]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.031, 0.788, 0.758, 0.866]",M4,a_accept,1,Reject,70.0
multimodal,none,false,adequacy,start,insufficient,"[0.195, 0.875, 0.706, 0.889]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,EU_only,start,insufficient,"[0.129, 0.918, 0.762, 0.768]",M2,a_accept,1,Accept_M2,19.0
multimodal,none,false,EU_only,start,insufficient,"[0.012, 0.865, 0.728, 0.941]",M2,a_accept,1,Accept_M2,19.0
multimodal,categorisation,false,EU_only,start,insufficient,"[0.167, 0.826, 0.964, 0.828]",M4,a_accept,1,Reject,70.0
unstructured_text,none,false,EU_only,start,insufficient,"[0.072, 0.856, 0.801, 0.789]",M1,a_accept,1,Accept_M1,53.0
image,none,false,non_compliant,start,insufficient,"[0.182, 0.775, 0.853, 0.824]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Accept_M2,4.0
structured,categorisation,false,non_compliant,start,insufficient,"[0.163, 0.806, 0.855, 0.957]",M4,a_next -> a_accept,2,Reject,65.0
multimodal,none,false,adequacy,start,insufficient,"[0.029, 0.965, 0.715, 0.818]",M2,a_accept,1,Accept_M2,19.0
structured,verification,high-risk,inadequate_SCC,start,insufficient,"[0.105, 0.705, 0.931, 0.916]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,none,false,adequacy,start,suboptimal,"[0.069, 0.847, 0.947, 0.854]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.163, 0.879, 0.795, 0.898]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.078, 0.856, 0.924, 0.86]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,none,false,EU_only,start,suboptimal,"[0.049, 0.836, 0.803, 0.813]",M1,a_accept,1,Accept_M1,53.0
image,verification,high-risk,adequacy,start,insufficient,"[0.19, 0.814, 0.738, 0.845]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.185, 0.836, 0.743, 0.945]",M3,a_accept,1,Accept_M3,-38.0
image,none,false,inadequate_SCC,start,suboptimal,"[0.024, 0.881, 0.956, 0.989]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
image,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.117, 0.831, 0.824, 0.918]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,7,Reject,52.0
image,none,false,inadequate_SCC,start,insufficient,"[0.046, 0.764, 0.982, 0.855]",M3,a_accept,1,Accept_M3,-38.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.162, 0.797, 0.88, 0.736]",M2,a_accept,1,Accept_M2,19.0
structured,verification,high-risk,non_compliant,start,insufficient,"[0.041, 0.957, 0.724, 0.73]",M3,a_eval -> a_accept,2,Reject,67.0
image,remote_id,high-risk,adequacy,start,suboptimal,"[0.132, 0.921, 0.978, 0.984]",M2,a_accept,1,Accept_M2,19.0
structured,categorisation,false,non_compliant,start,suboptimal,"[0.041, 0.874, 0.88, 0.935]",M4,a_next -> a_accept,2,Reject,65.0
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.151, 0.868, 0.861, 0.886]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Accept_M2,7.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.197, 0.803, 0.987, 0.902]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,non_compliant,start,insufficient,"[0.195, 0.857, 0.894, 0.986]",M4,a_eval -> a_accept,2,Reject,67.0
image,verification,high-risk,EU_only,start,insufficient,"[0.17, 0.795, 0.888, 0.787]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.157, 0.746, 0.897, 0.902]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject -> a_next -> a_accept,9,Accept_M2,-9.0
image,none,false,inadequate_SCC,start,insufficient,"[0.098, 0.981, 0.958, 0.702]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.089, 0.764, 0.969, 0.716]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.144, 0.789, 0.936, 0.932]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Accept_M2,4.0
multimodal,verification,high-risk,EU_only,start,insufficient,"[0.196, 0.953, 0.742, 0.81]",M2,a_accept,1,Accept_M2,19.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.081, 0.703, 0.822, 0.888]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.155, 0.727, 0.852, 0.96]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.135, 0.866, 0.858, 0.921]",M3,a_accept,1,Accept_M3,-38.0
multimodal,none,false,non_compliant,start,insufficient,"[0.017, 0.801, 0.773, 0.762]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,7,Accept_M2,1.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.095, 0.712, 0.955, 0.987]",M2,a_accept,1,Accept_M2,19.0
structured,verification,high-risk,non_compliant,start,insufficient,"[0.187, 0.727, 0.865, 0.934]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Accept_M2,7.0
structured,verification,high-risk,non_compliant,start,insufficient,"[0.196, 0.943, 0.777, 0.949]",M3,a_eval -> a_eval -> a_eval -> a_reject -> a_next -> a_eval -> a_eval -> a_eval -> a_accept,9,Accept_M2,-9.0
image,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.089, 0.908, 0.87, 0.91]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.145, 0.916, 0.762, 0.773]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.08, 0.789, 0.798, 0.878]",M4,a_next -> a_accept,2,Reject,65.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.163, 0.86, 0.72, 0.938]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,none,false,EU_only,start,insufficient,"[0.178, 0.907, 0.843, 0.788]",M1,a_accept,1,Accept_M1,53.0
multimodal,categorisation,false,inadequate_SCC,start,suboptimal,"[0.077, 0.814, 0.863, 0.869]",M4,a_eval -> a_accept,2,Reject,67.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.064, 0.767, 0.826, 0.935]",M2,a_accept,1,Accept_M2,19.0
structured,none,false,EU_only,start,insufficient,"[0.078, 0.954, 0.827, 0.794]",M1,a_accept,1,Accept_M1,53.0
structured,none,false,adequacy,start,suboptimal,"[0.082, 0.859, 0.895, 0.839]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,none,false,adequacy,start,suboptimal,"[0.038, 0.954, 0.94, 0.83]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.071, 0.84, 0.708, 0.896]",M1,a_accept,1,Accept_M1,53.0
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.186, 0.731, 0.906, 0.81]",M2,a_accept,1,Accept_M2,19.0
image,none,false,adequacy,start,insufficient,"[0.191, 0.768, 0.976, 0.989]",M1,a_accept,1,Accept_M1,53.0
structured,categorisation,false,inadequate_SCC,start,suboptimal,"[0.019, 0.866, 0.906, 0.845]",M4,a_next -> a_accept,2,Reject,65.0
structured,none,false,non_compliant,start,insufficient,"[0.11, 0.899, 0.772, 0.794]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,10,Accept_M2,-8.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.129, 0.745, 0.974, 0.938]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.078, 0.771, 0.748, 0.876]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.172, 0.813, 0.893, 0.932]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,7,Reject,52.0
image,categorisation,false,EU_only,start,insufficient,"[0.087, 0.745, 0.88, 0.828]",M4,a_accept,1,Reject,70.0
unstructured_text,none,false,EU_only,start,insufficient,"[0.086, 0.83, 0.749, 0.873]",M1,a_accept,1,Accept_M1,53.0
structured,categorisation,false,inadequate_SCC,start,insufficient,"[0.017, 0.834, 0.769, 0.747]",M4,a_next -> a_accept,2,Reject,65.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.182, 0.856, 0.927, 0.735]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.159, 0.935, 0.807, 0.908]",M3,a_accept,1,Accept_M3,-38.0
multimodal,none,false,non_compliant,start,insufficient,"[0.109, 0.748, 0.794, 0.854]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Reject,55.0
multimodal,categorisation,false,non_compliant,start,insufficient,"[0.13, 0.886, 0.785, 0.905]",M4,a_reject -> a_next -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,8,Reject,45.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.02, 0.805, 0.912, 0.953]",M3,a_accept,1,Accept_M3,-38.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.161, 0.822, 0.875, 0.763]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,non_compliant,start,suboptimal,"[0.054, 0.874, 0.868, 0.906]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.042, 0.882, 0.753, 0.823]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.017, 0.73, 0.862, 0.957]",M3,a_accept,1,Accept_M3,-38.0
image,verification,high-risk,non_compliant,start,insufficient,"[0.103, 0.766, 0.8, 0.736]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Reject,55.0
multimodal,categorisation,false,inadequate_SCC,start,suboptimal,"[0.064, 0.865, 0.848, 0.826]",M4,a_eval -> a_accept,2,Reject,67.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.013, 0.765, 0.876, 0.806]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,8,Accept_M2,-2.0
image,none,false,non_compliant,start,insufficient,"[0.187, 0.746, 0.82, 0.72]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,7,Reject,52.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.185, 0.768, 0.922, 0.917]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.08, 0.768, 0.978, 0.905]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.06, 0.88, 0.805, 0.768]",M4,a_accept,1,Reject,70.0
multimodal,categorisation,false,adequacy,start,suboptimal,"[0.023, 0.898, 0.901, 0.964]",M4,a_accept,1,Reject,70.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.128, 0.966, 0.892, 0.723]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.124, 0.848, 0.926, 0.872]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,adequacy,start,suboptimal,"[0.061, 0.898, 0.846, 0.869]",M2,a_accept,1,Accept_M2,19.0
structured,none,false,EU_only,start,suboptimal,"[0.122, 0.842, 0.937, 0.928]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.174, 0.901, 0.893, 0.838]",M3,a_eval -> a_eval -> a_eval -> a_reject -> a_next -> a_accept,6,Accept_M1,34.0
image,verification,high-risk,adequacy,start,insufficient,"[0.165, 0.941, 0.91, 0.883]",M2,a_accept,1,Accept_M2,19.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.097, 0.952, 0.792, 0.943]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,EU_only,start,suboptimal,"[0.015, 0.98, 0.881, 0.888]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,none,false,non_compliant,start,insufficient,"[0.028, 0.817, 0.769, 0.788]",M3,a_eval -> a_accept,2,Accept_M2,16.0
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.132, 0.791, 0.803, 0.852]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,EU_only,start,suboptimal,"[0.018, 0.976, 0.95, 0.896]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.134, 0.859, 0.875, 0.921]",M3,a_accept,1,Accept_M3,-38.0
multimodal,categorisation,false,non_compliant,start,insufficient,"[0.045, 0.943, 0.97, 0.737]",M4,a_reject -> a_next -> a_accept,3,Accept_M1,43.0
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.152, 0.932, 0.88, 0.911]",M4,a_accept,1,Reject,70.0
structured,categorisation,false,adequacy,start,insufficient,"[0.157, 0.906, 0.812, 0.898]",M4,a_accept,1,Reject,70.0
image,none,false,non_compliant,start,insufficient,"[0.165, 0.832, 0.948, 0.798]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
image,none,false,non_compliant,start,insufficient,"[0.076, 0.712, 0.929, 0.974]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.162, 0.937, 0.947, 0.865]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.058, 0.84, 0.855, 0.981]",M3,a_accept,1,Accept_M3,-38.0
multimodal,none,false,adequacy,start,suboptimal,"[0.032, 0.817, 0.967, 0.864]",M2,a_accept,1,Accept_M2,19.0
structured,categorisation,false,inadequate_SCC,start,insufficient,"[0.09, 0.902, 0.782, 0.925]",M4,a_next -> a_accept,2,Reject,65.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.063, 0.743, 0.929, 0.704]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.141, 0.938, 0.718, 0.911]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.013, 0.8, 0.914, 0.801]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Reject,55.0
image,none,false,adequacy,start,suboptimal,"[0.05, 0.84, 0.823, 0.989]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,none,false,non_compliant,start,suboptimal,"[0.028, 0.841, 0.939, 0.904]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.175, 0.734, 0.85, 0.817]",M2,a_accept,1,Accept_M2,19.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.189, 0.777, 0.82, 0.968]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,EU_only,start,insufficient,"[0.115, 0.708, 0.947, 0.96]",M4,a_accept,1,Reject,70.0
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.088, 0.806, 0.813, 0.841]",M2,a_accept,1,Accept_M2,19.0
